pclass,survived,age,fare,embarked,sex,,,,,,
3,1,13,7.2292,C,1,,,,,,
3,0,20,7.225,S,0,,,,,,
3,0,32,15.85,S,0,,,,,,
3,1,33,15.85,C,1,,,,,,
3,1,0.75,19.2583,C,1,,,,,,
3,1,0.75,19.2583,C,1,,,,,,
3,1,5,19.2583,C,1,,,,,,
3,1,24,19.2583,S,1,,,,,,
3,1,18,8.05,C,1,,,,,,
3,0,40,7.225,S,0,,,,,,
3,0,26,7.8958,C,0,,,,,,
3,1,20,7.2292,C,0,,,,,,
3,0,18,14.4542,C,1,,,,,,
3,0,45,14.4542,Q,1,,,,,,
3,0,27,7.8792,S,1,,,,,,
3,0,22,8.05,S,0,,,,,,
3,0,19,8.05,S,0,,,,,,
3,0,26,7.775,S,0,,,,,,
3,0,22,9.35,C,0,,,,,,
3,0,,7.2292,C,0,,,,,,
3,0,20,4.0125,S,0,,,,,,
3,1,32,56.4958,S,0,,,,,,
3,0,21,7.775,S,0,,,,,,
3,0,18,7.75,S,0,,,,,,
3,0,26,7.8958,C,0,,,,,,
3,0,6,15.2458,C,0,,,,,,
3,0,9,15.2458,C,1,,,,,,
3,0,,7.225,C,0,,,,,,
3,0,,15.2458,Q,1,,,,,,
3,0,,7.75,Q,1,,,,,,
3,0,40,15.5,Q,0,,,,,,
3,0,32,15.5,S,1,,,,,,
3,0,21,16.1,Q,0,,,,,,
3,1,22,7.725,S,1,,,,,,
3,0,20,7.8542,S,1,,,,,,
3,0,29,7.0458,S,0,,,,,,
3,0,22,7.25,S,0,,,,,,
3,0,22,7.7958,S,0,,,,,,
3,0,35,8.05,Q,0,,,,,,
3,0,18.5,7.2833,Q,1,,,,,,
3,1,21,7.8208,Q,0,,,,,,
3,0,19,6.75,Q,0,,,,,,
3,0,18,7.8792,S,1,,,,,,
3,0,21,8.6625,S,1,,,,,,
3,0,30,8.6625,S,1,,,,,,
3,0,18,8.6625,S,0,,,,,,
3,0,38,8.6625,S,0,,,,,,
3,0,17,8.6625,S,0,,,,,,
3,0,17,8.6625,Q,0,,,,,,
3,0,21,7.75,Q,1,,,,,,
3,0,21,7.75,S,0,,,,,,
3,0,21,8.05,C,0,,,,,,
3,0,,14.4583,C,0,,,,,,
3,0,,14.4583,S,1,,,,,,
3,0,28,7.7958,S,0,,,,,,
3,0,24,7.8542,Q,0,,,,,,
3,1,16,7.75,Q,1,,,,,,
3,0,37,7.75,S,1,,,,,,
3,0,28,7.25,S,0,,,,,,
3,0,24,8.05,Q,0,,,,,,
3,0,21,7.7333,S,0,,,,,,
3,1,32,56.4958,S,0,,,,,,
3,0,29,8.05,C,0,,,,,,
3,0,26,14.4542,C,0,,,,,,
3,0,18,14.4542,S,0,,,,,,
3,0,20,7.05,S,0,,,,,,
3,1,18,8.05,Q,0,,,,,,
3,0,24,7.25,S,0,,,,,,
3,0,36,7.4958,S,0,,,,,,
3,0,24,7.4958,Q,0,,,,,,
3,0,31,7.7333,Q,0,,,,,,
3,0,31,7.75,Q,0,,,,,,
3,1,22,7.75,Q,1,,,,,,
3,0,30,7.6292,Q,1,,,,,,
3,0,70.5,7.75,S,0,,,,,,
3,0,43,8.05,S,0,,,,,,
3,0,35,7.8958,S,0,,,,,,
3,0,27,7.8958,S,0,,,,,,
3,0,19,7.8958,S,0,,,,,,
3,0,30,8.05,S,0,,,,,,
3,1,9,15.9,S,0,,,,,,
3,1,3,15.9,S,0,,,,,,
3,1,36,15.9,S,1,,,,,,
3,0,59,7.25,S,0,,,,,,
3,0,19,8.1583,S,0,,,,,,
3,1,17,16.1,S,1,,,,,,
3,0,44,16.1,S,0,,,,,,
3,0,17,8.6625,C,0,,,,,,
3,0,22.5,7.225,S,0,,,,,,
3,1,45,8.05,S,0,,,,,,
3,0,22,10.5167,S,1,,,,,,
3,0,19,10.1708,Q,0,,,,,,
3,1,30,6.95,Q,1,,,,,,
3,1,29,7.75,S,0,,,,,,
3,0,0.3333,14.4,S,0,,,,,,
3,0,34,14.4,S,0,,,,,,
3,0,28,14.4,S,1,,,,,,
3,0,27,7.8958,S,0,,,,,,
3,0,25,7.8958,S,0,,,,,,
3,0,24,24.15,S,0,,,,,,
3,0,22,8.05,S,0,,,,,,
3,0,21,24.15,S,0,,,,,,
3,0,17,8.05,S,0,,,,,,
3,0,,16.1,S,0,,,,,,
3,1,,16.1,S,1,,,,,,
3,1,36.5,17.4,S,0,,,,,,
3,1,36,17.4,S,1,,,,,,
3,1,30,9.5,S,0,,,,,,
3,0,16,9.5,S,0,,,,,,
3,1,1,20.575,S,0,,,,,,
3,1,0.1667,20.575,S,1,,,,,,
3,0,26,20.575,S,0,,,,,,
3,1,33,20.575,S,1,,,,,,
3,0,25,7.8958,S,0,,,,,,
3,0,,7.8958,S,0,,,,,,
3,0,,7.8958,S,0,,,,,,
3,0,22,7.25,S,0,,,,,,
3,0,36,7.25,Q,0,,,,,,
3,1,19,7.8792,S,1,,,,,,
3,0,17,7.8958,S,0,,,,,,
3,0,42,8.6625,S,0,,,,,,
3,0,43,7.8958,C,0,,,,,,
3,0,,7.2292,Q,0,,,,,,
3,0,32,7.75,S,0,,,,,,
3,1,19,8.05,S,0,,,,,,
3,1,30,12.475,Q,1,,,,,,
3,0,24,7.75,S,1,,,,,,
3,1,23,8.05,C,1,,,,,,
3,0,33,7.8958,Q,0,,,,,,
3,0,65,7.75,S,0,,,,,,
3,1,24,7.55,S,0,,,,,,
3,0,23,13.9,S,0,,,,,,
3,1,22,13.9,S,1,,,,,,
3,0,18,7.775,S,0,,,,,,
3,0,16,7.775,S,0,,,,,,
3,0,45,6.975,C,0,,,,,,
3,0,,7.225,C,0,,,,,,
3,0,39,7.2292,C,0,,,,,,
3,0,17,7.2292,C,0,,,,,,
3,0,15,7.2292,S,0,,,,,,
3,0,47,7.25,S,0,,,,,,
3,1,5,12.475,C,1,,,,,,
3,0,,7.225,S,0,,,,,,
3,0,40.5,15.1,Q,0,,,,,,
3,0,40.5,7.75,S,0,,,,,,
3,1,,7.05,S,0,,,,,,
3,0,18,7.7958,Q,0,,,,,,
3,0,,7.75,Q,1,,,,,,
3,0,,7.75,Q,0,,,,,,
3,0,,6.95,Q,0,,,,,,
3,0,26,7.8792,Q,0,,,,,,
3,0,,7.75,S,0,,,,,,
3,1,,56.4958,S,0,,,,,,
3,0,21,34.375,S,1,,,,,,
3,0,9,34.375,S,1,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,18,34.375,S,0,,,,,,
3,0,16,34.375,S,0,,,,,,
3,0,48,34.375,Q,1,,,,,,
3,0,,7.75,S,0,,,,,,
3,0,,7.25,Q,0,,,,,,
3,0,25,7.7417,S,0,,,,,,
3,0,,14.5,C,0,,,,,,
3,0,,7.8958,S,0,,,,,,
3,0,22,8.05,Q,0,,,,,,
3,1,16,7.7333,Q,1,,,,,,
3,1,,7.75,S,1,,,,,,
3,1,9,20.525,S,0,,,,,,
3,0,33,20.525,S,0,,,,,,
3,0,41,7.85,S,0,,,,,,
3,1,31,20.525,S,1,,,,,,
3,0,38,7.05,S,0,,,,,,
3,0,9,46.9,S,0,,,,,,
3,0,1,46.9,S,0,,,,,,
3,0,11,46.9,S,0,,,,,,
3,0,10,46.9,S,1,,,,,,
3,0,16,46.9,S,1,,,,,,
3,0,14,46.9,S,0,,,,,,
3,0,40,46.9,S,0,,,,,,
3,0,43,46.9,S,1,,,,,,
3,0,51,8.05,S,0,,,,,,
3,0,32,8.3625,S,0,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,20,9.8458,S,0,,,,,,
3,0,37,7.925,S,0,,,,,,
3,0,28,7.925,S,0,,,,,,
3,0,19,7.775,S,0,,,,,,
3,0,24,8.85,Q,1,,,,,,
3,0,17,7.7333,S,1,,,,,,
3,0,,19.9667,S,0,,,,,,
3,0,,19.9667,S,0,,,,,,
3,0,28,15.85,S,0,,,,,,
3,1,24,15.85,S,1,,,,,,
3,0,20,9.5,C,0,,,,,,
3,0,23.5,7.2292,S,0,,,,,,
3,0,41,14.1083,S,0,,,,,,
3,0,26,7.8542,S,0,,,,,,
3,0,21,7.8542,S,0,,,,,,
3,1,45,14.1083,S,1,,,,,,
3,0,,7.55,S,1,,,,,,
3,0,25,7.25,Q,0,,,,,,
3,0,,6.8583,C,0,,,,,,
3,0,11,18.7875,Q,0,,,,,,
3,1,,7.75,S,1,,,,,,
3,1,27,6.975,S,0,,,,,,
3,1,,56.4958,Q,0,,,,,,
3,0,18,6.75,S,1,,,,,,
3,1,26,7.925,S,1,,,,,,
3,0,23,7.925,S,1,,,,,,
3,1,22,8.9625,S,1,,,,,,
3,0,28,7.8958,S,0,,,,,,
3,0,28,7.775,Q,1,,,,,,
3,0,,7.75,S,1,,,,,,
3,1,2,12.2875,S,1,,,,,,
3,1,22,12.2875,S,1,,,,,,
3,0,43,6.45,S,0,,,,,,
3,0,28,22.525,S,0,,,,,,
3,1,27,7.925,Q,1,,,,,,
3,0,,7.75,S,0,,,,,,
3,1,,8.05,S,1,,,,,,
3,0,42,7.65,S,0,,,,,,
3,1,,7.8875,C,0,,,,,,
3,0,30,7.2292,S,0,,,,,,
3,0,,7.8958,S,0,,,,,,
3,0,27,7.925,S,1,,,,,,
3,0,25,7.925,S,1,,,,,,
3,0,,7.8958,C,0,,,,,,
3,1,29,7.8958,S,0,,,,,,
3,1,21,7.7958,S,0,,,,,,
3,0,,7.05,S,0,,,,,,
3,0,20,7.8542,S,0,,,,,,
3,0,48,7.8542,S,0,,,,,,
3,0,17,7.0542,Q,0,,,,,,
3,1,,7.75,S,1,,,,,,
3,1,,8.1125,S,0,,,,,,
3,0,34,6.4958,S,0,,,,,,
3,1,26,7.775,S,0,,,,,,
3,0,22,7.7958,S,0,,,,,,
3,0,33,8.6542,S,0,,,,,,
3,0,31,7.775,S,0,,,,,,
3,0,29,7.8542,S,0,,,,,,
3,1,4,11.1333,S,0,,,,,,
3,1,1,11.1333,S,1,,,,,,
3,0,49,0,S,0,,,,,,
3,0,33,7.775,S,0,,,,,,
3,0,19,0,S,0,,,,,,
3,1,27,11.1333,S,1,,,,,,
3,0,,23.45,S,0,,,,,,
3,0,,23.45,S,1,,,,,,
3,0,,23.45,S,0,,,,,,
3,0,,23.45,S,1,,,,,,
3,0,23,7.8958,S,0,,,,,,
3,1,32,7.8542,S,0,,,,,,
3,0,27,7.8542,S,0,,,,,,
3,0,20,9.825,S,1,,,,,,
3,0,21,9.825,S,1,,,,,,
3,1,32,7.925,S,0,,,,,,
3,0,17,7.125,S,0,,,,,,
3,0,21,8.4333,S,0,,,,,,
3,0,30,7.8958,S,0,,,,,,
3,1,21,7.7958,S,0,,,,,,
3,0,33,7.8542,S,0,,,,,,
3,0,22,7.5208,C,0,,,,,,
3,1,4,13.4167,C,1,,,,,,
3,1,39,13.4167,C,0,,,,,,
3,0,,7.2292,C,0,,,,,,
3,0,18.5,7.2292,Q,0,,,,,,
3,0,,7.75,S,0,,,,,,
3,0,,7.25,Q,0,,,,,,
3,1,,7.75,Q,1,,,,,,
3,1,,7.75,Q,1,,,,,,
3,0,34.5,7.8292,S,0,,,,,,
3,0,44,8.05,Q,0,,,,,,
3,1,,7.75,C,0,,,,,,
3,0,,14.4542,C,0,,,,,,
3,0,,14.4542,Q,1,,,,,,
3,0,,7.75,Q,0,,,,,,
3,0,,7.75,Q,0,,,,,,
3,0,,7.7375,S,0,,,,,,
3,0,22,8.6625,S,1,,,,,,
3,0,26,8.6625,S,0,,,,,,
3,1,4,22.025,S,1,,,,,,
3,1,29,22.025,S,0,,,,,,
3,1,26,22.025,S,1,,,,,,
3,0,1,12.1833,S,1,,,,,,
3,0,18,7.8542,S,0,,,,,,
3,0,36,12.1833,C,1,,,,,,
3,0,,7.8958,C,0,,,,,,
3,1,25,7.2292,C,0,,,,,,
3,0,,7.225,S,0,,,,,,
3,0,37,9.5875,S,1,,,,,,
3,0,,7.8958,S,0,,,,,,
3,1,,56.4958,S,0,,,,,,
3,0,,56.4958,S,0,,,,,,
3,1,22,7.25,Q,1,,,,,,
3,0,,7.75,S,0,,,,,,
3,1,26,56.4958,S,0,,,,,,
3,0,29,9.4833,S,0,,,,,,
3,0,29,7.775,S,0,,,,,,
3,0,22,7.775,C,0,,,,,,
3,1,22,7.225,S,0,,,,,,
3,0,,25.4667,S,0,,,,,,
3,0,,25.4667,S,1,,,,,,
3,0,,25.4667,S,1,,,,,,
3,0,,25.4667,S,1,,,,,,
3,0,,25.4667,S,1,,,,,,
3,0,32,7.925,C,0,,,,,,
3,0,34.5,6.4375,Q,0,,,,,,
3,0,,15.5,Q,1,,,,,,
3,0,,15.5,S,0,,,,,,
3,0,36,0,S,0,,,,,,
3,0,39,24.15,S,0,,,,,,
3,0,24,9.5,S,0,,,,,,
3,0,25,7.775,S,1,,,,,,
3,0,45,7.75,S,1,,,,,,
3,0,36,15.55,S,0,,,,,,
3,0,30,15.55,S,1,,,,,,
3,1,20,7.925,Q,0,,,,,,
3,0,,7.8792,S,0,,,,,,
3,0,28,56.4958,S,0,,,,,,
3,0,,7.55,S,0,,,,,,
3,0,30,16.1,S,0,,,,,,
3,0,26,16.1,S,1,,,,,,
3,0,,7.8792,S,0,,,,,,
3,0,20.5,7.25,S,0,,,,,,
3,1,27,8.6625,S,0,,,,,,
3,0,51,7.0542,S,0,,,,,,
3,1,23,7.8542,S,1,,,,,,
3,1,32,7.5792,S,0,,,,,,
3,0,,7.8958,S,0,,,,,,
3,0,,7.55,Q,0,,,,,,
3,1,,7.75,S,1,,,,,,
3,1,24,7.1417,S,0,,,,,,
3,0,22,7.125,Q,0,,,,,,
3,0,,7.8792,Q,1,,,,,,
3,0,,7.75,S,0,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,29,7.925,C,0,,,,,,
3,1,,7.2292,Q,0,,,,,,
3,0,30.5,7.75,Q,1,,,,,,
3,1,,7.7375,C,1,,,,,,
3,0,,7.2292,C,0,,,,,,
3,0,35,7.8958,S,0,,,,,,
3,0,33,7.8958,C,0,,,,,,
3,1,,7.225,C,1,,,,,,
3,0,,7.8958,Q,0,,,,,,
3,1,,7.75,Q,1,,,,,,
3,1,,7.75,Q,0,,,,,,
3,1,,23.25,Q,1,,,,,,
3,1,,23.25,Q,1,,,,,,
3,1,,23.25,Q,0,,,,,,
3,1,,7.7875,Q,1,,,,,,
3,0,,15.5,Q,0,,,,,,
3,1,,7.8792,Q,1,,,,,,
3,1,15,8.0292,Q,1,,,,,,
3,0,35,7.75,Q,1,,,,,,
3,0,,7.75,S,0,,,,,,
3,0,24,16.1,S,0,,,,,,
3,0,19,16.1,Q,1,,,,,,
3,0,,7.75,S,1,,,,,,
3,0,,8.05,S,1,,,,,,
3,0,,8.05,S,1,,,,,,
3,0,55.5,8.05,Q,0,,,,,,
3,0,,7.75,S,0,,,,,,
3,1,21,7.775,S,0,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,24,7.8958,S,0,,,,,,
3,0,21,7.8958,S,0,,,,,,
3,0,28,7.8958,S,0,,,,,,
3,0,,7.8958,Q,0,,,,,,
3,1,,7.8792,S,1,,,,,,
3,0,25,7.65,S,0,,,,,,
3,1,6,12.475,S,0,,,,,,
3,1,27,12.475,S,1,,,,,,
3,0,,8.05,Q,0,,,,,,
3,1,,24.15,Q,1,,,,,,
3,0,,24.15,Q,0,,,,,,
3,0,,8.4583,S,0,,,,,,
3,0,34,8.05,Q,0,,,,,,
3,0,,7.75,S,0,,,,,,
3,1,,7.775,C,0,,,,,,
3,1,,15.2458,C,0,,,,,,
3,1,,15.2458,C,0,,,,,,
3,1,,15.2458,C,1,,,,,,
3,1,,7.2292,S,1,,,,,,
3,0,,8.05,Q,0,,,,,,
3,1,,7.7333,Q,1,,,,,,
3,1,24,7.75,S,1,,,,,,
3,0,,8.05,Q,0,,,,,,
3,1,,15.5,Q,1,,,,,,
3,1,,15.5,Q,1,,,,,,
3,1,,15.5,S,1,,,,,,
3,0,18,7.75,S,0,,,,,,
3,0,22,7.8958,C,0,,,,,,
3,1,15,7.225,C,1,,,,,,
3,1,1,15.7417,C,1,,,,,,
3,1,20,15.7417,C,0,,,,,,
3,1,19,15.7417,S,1,,,,,,
3,0,33,8.05,S,0,,,,,,
3,0,,7.8958,C,0,,,,,,
3,0,,7.2292,Q,0,,,,,,
3,0,,7.75,S,1,,,,,,
3,0,,7.8958,C,0,,,,,,
3,1,12,11.2417,C,0,,,,,,
3,1,14,11.2417,S,1,,,,,,
3,0,29,7.925,S,1,,,,,,
3,0,28,8.05,S,0,,,,,,
3,1,18,7.775,S,1,,,,,,
3,1,26,7.8542,S,1,,,,,,
3,0,21,7.8542,S,0,,,,,,
3,0,41,7.125,S,0,,,,,,
3,1,39,7.925,S,0,,,,,,
3,0,21,7.8,C,0,,,,,,
3,0,28.5,7.2292,S,0,,,,,,
3,1,22,7.75,S,1,,,,,,
3,0,61,6.2375,Q,0,,,,,,
3,0,,15.5,Q,0,,,,,,
3,0,,7.8292,Q,0,,,,,,
3,1,,15.5,Q,1,,,,,,
3,0,,7.7333,Q,0,,,,,,
3,0,,7.75,Q,0,,,,,,
3,0,,7.75,S,0,,,,,,
3,0,23,9.225,Q,0,,,,,,
3,0,,7.75,Q,1,,,,,,
3,1,,7.75,Q,1,,,,,,
3,1,,7.8792,S,1,,,,,,
3,1,22,7.775,Q,1,,,,,,
3,1,,7.75,Q,0,,,,,,
3,1,,7.8292,S,1,,,,,,
3,1,9,3.1708,S,0,,,,,,
3,0,28,22.525,S,0,,,,,,
3,0,42,8.4042,S,0,,,,,,
3,0,,7.3125,S,0,,,,,,
3,0,31,7.8542,S,1,,,,,,
3,0,28,7.8542,S,0,,,,,,
3,1,32,7.775,S,0,,,,,,
3,0,20,9.225,S,0,,,,,,
3,0,23,8.6625,S,1,,,,,,
3,0,20,8.6625,S,1,,,,,,
3,0,20,8.6625,S,0,,,,,,
3,0,16,9.2167,S,0,,,,,,
3,1,31,8.6833,Q,1,,,,,,
3,0,,7.6292,S,1,,,,,,
3,0,2,21.075,S,0,,,,,,
3,0,6,21.075,S,0,,,,,,
3,0,3,21.075,S,1,,,,,,
3,0,8,21.075,S,1,,,,,,
3,0,29,21.075,S,1,,,,,,
3,0,1,39.6875,S,0,,,,,,
3,0,7,39.6875,S,0,,,,,,
3,0,2,39.6875,S,0,,,,,,
3,0,16,39.6875,S,0,,,,,,
3,0,14,39.6875,S,0,,,,,,
3,0,41,39.6875,S,1,,,,,,
3,0,21,8.6625,S,0,,,,,,
3,0,19,14.5,C,0,,,,,,
3,0,,8.7125,S,0,,,,,,
3,0,32,7.8958,S,0,,,,,,
3,0,0.75,13.775,S,0,,,,,,
3,0,3,13.775,S,1,,,,,,
3,0,26,13.775,S,1,,,,,,
3,0,,7,S,0,,,,,,
3,0,,7.775,S,0,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,21,7.925,S,0,,,,,,
3,0,25,7.925,S,0,,,,,,
3,0,22,7.25,S,0,,,,,,
3,1,25,7.775,C,0,,,,,,
3,1,,22.3583,C,0,,,,,,
3,1,,22.3583,C,1,,,,,,
3,1,,22.3583,Q,1,,,,,,
3,0,,8.1375,S,1,,,,,,
3,0,24,8.05,S,0,,,,,,
3,0,28,7.8958,S,1,,,,,,
3,0,19,7.8958,S,0,,,,,,
3,0,,7.8958,S,0,,,,,,
3,0,25,7.775,S,0,,,,,,
3,0,18,7.775,S,1,,,,,,
3,1,32,8.05,S,0,,,,,,
3,0,,7.8958,S,0,,,,,,
3,0,17,8.6625,S,0,,,,,,
3,0,24,8.6625,S,0,,,,,,
3,0,,7.8958,S,0,,,,,,
3,0,,8.1125,C,1,,,,,,
3,0,,7.2292,S,0,,,,,,
3,0,,7.25,S,0,,,,,,
3,0,38,7.8958,S,0,,,,,,
3,0,21,8.05,Q,0,,,,,,
3,0,10,29.125,Q,0,,,,,,
3,0,4,29.125,Q,0,,,,,,
3,0,7,29.125,Q,0,,,,,,
3,0,2,29.125,Q,0,,,,,,
3,0,8,29.125,Q,0,,,,,,
3,0,39,29.125,S,1,,,,,,
3,0,22,39.6875,S,1,,,,,,
3,0,35,7.125,Q,0,,,,,,
3,1,,7.7208,S,1,,,,,,
3,0,,14.5,S,0,,,,,,
3,0,,14.5,S,1,,,,,,
3,0,50,14.5,S,0,,,,,,
3,0,47,14.5,S,1,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,,7.775,S,0,,,,,,
3,0,2,20.2125,S,1,,,,,,
3,0,18,20.2125,S,0,,,,,,
3,0,41,20.2125,S,1,,,,,,
3,1,,8.05,S,1,,,,,,
3,0,50,8.05,S,0,,,,,,
3,0,16,8.05,Q,0,,,,,,
3,1,,7.75,Q,0,,,,,,
3,0,,24.15,C,0,,,,,,
3,0,,7.2292,C,0,,,,,,
3,0,25,7.225,C,0,,,,,,
3,0,,7.225,Q,0,,,,,,
3,0,,7.7292,S,0,,,,,,
3,0,,7.575,S,0,,,,,,
3,0,38.5,7.25,S,0,,,,,,
3,0,,69.55,S,0,,,,,,
3,0,14.5,69.55,S,0,,,,,,
3,0,,69.55,S,1,,,,,,
3,0,,69.55,S,1,,,,,,
3,0,,69.55,S,1,,,,,,
3,0,,69.55,S,1,,,,,,
3,0,,69.55,S,0,,,,,,
3,0,,69.55,S,0,,,,,,
3,0,,69.55,S,0,,,,,,
3,0,,69.55,S,0,,,,,,
3,0,,69.55,S,1,,,,,,
3,0,24,9.325,S,0,,,,,,
3,1,21,7.65,S,1,,,,,,
3,0,39,7.925,C,0,,,,,,
3,0,,21.6792,C,0,,,,,,
3,0,,21.6792,C,0,,,,,,
3,0,,21.6792,S,0,,,,,,
3,1,1,16.7,S,1,,,,,,
3,1,24,16.7,S,1,,,,,,
3,1,4,16.7,S,1,,,,,,
3,1,25,9.5,S,0,,,,,,
3,0,20,8.05,S,0,,,,,,
3,0,24.5,8.05,Q,0,,,,,,
3,0,,7.725,S,0,,,,,,
3,0,,7.8958,Q,0,,,,,,
3,0,,7.75,S,0,,,,,,
3,1,29,9.5,S,0,,,,,,
3,0,,15.1,Q,0,,,,,,
3,1,,7.7792,S,1,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,,8.05,C,0,,,,,,
3,0,22,7.2292,S,0,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,40,7.8958,S,0,,,,,,
3,0,21,7.925,S,0,,,,,,
3,1,18,7.4958,S,1,,,,,,
3,0,4,27.9,S,0,,,,,,
3,0,10,27.9,S,0,,,,,,
3,0,9,27.9,S,1,,,,,,
3,0,2,27.9,S,1,,,,,,
3,0,40,27.9,S,0,,,,,,
3,0,45,27.9,S,1,,,,,,
3,0,,7.8958,S,0,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,,8.6625,Q,0,,,,,,
3,0,,7.75,Q,0,,,,,,
3,1,,7.7333,S,1,,,,,,
3,0,19,7.65,S,0,,,,,,
3,0,30,8.05,S,0,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,32,8.05,S,0,,,,,,
3,0,,7.8958,C,0,,,,,,
3,0,33,8.6625,S,0,,,,,,
3,1,23,7.55,S,1,,,,,,
3,0,21,8.05,S,0,,,,,,
3,0,60.5,,S,0,,,,,,
3,0,19,7.8958,S,0,,,,,,
3,0,22,9.8375,S,1,,,,,,
3,1,31,7.925,S,0,,,,,,
3,0,27,8.6625,S,0,,,,,,
3,0,2,10.4625,S,1,,,,,,
3,0,29,10.4625,S,1,,,,,,
3,1,16,8.05,S,0,,,,,,
3,1,44,7.925,S,0,,,,,,
3,0,25,7.05,S,0,,,,,,
3,0,74,7.775,S,0,,,,,,
3,1,14,9.225,S,0,,,,,,
3,0,24,7.7958,S,0,,,,,,
3,1,25,7.7958,S,0,,,,,,
3,0,34,8.05,C,0,,,,,,
3,1,0.4167,8.5167,C,0,,,,,,
3,0,,6.4375,C,0,,,,,,
3,0,,6.4375,C,0,,,,,,
3,0,,7.225,C,0,,,,,,
3,1,16,8.5167,S,1,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,,16.1,S,0,,,,,,
3,1,,16.1,S,1,,,,,,
3,0,32,7.925,Q,0,,,,,,
3,0,,7.75,S,0,,,,,,
3,0,,7.8958,S,0,,,,,,
3,0,30.5,8.05,S,0,,,,,,
3,0,44,8.05,C,0,,,,,,
3,0,,7.2292,S,0,,,,,,
3,1,25,0,C,0,,,,,,
3,0,,7.2292,C,0,,,,,,
3,1,7,15.2458,C,0,,,,,,
3,1,9,15.2458,C,1,,,,,,
3,1,29,15.2458,S,1,,,,,,
3,0,36,7.8958,S,0,,,,,,
3,1,18,9.8417,S,1,,,,,,
3,1,63,9.5875,S,1,,,,,,
3,0,,14.5,S,0,,,,,,
3,0,11.5,14.5,S,0,,,,,,
3,0,40.5,14.5,S,0,,,,,,
3,0,10,24.15,S,1,,,,,,
3,0,36,24.15,S,0,,,,,,
3,0,30,24.15,S,1,,,,,,
3,0,,9.5,S,0,,,,,,
3,0,33,9.5,S,0,,,,,,
3,0,28,9.5,S,0,,,,,,
3,0,28,9.5,S,0,,,,,,
3,0,47,9,S,0,,,,,,
3,0,18,18,S,1,,,,,,
3,0,31,18,S,0,,,,,,
3,0,16,18,S,0,,,,,,
3,0,31,18,C,1,,,,,,
3,1,22,7.225,S,0,,,,,,
3,0,20,7.8542,S,0,,,,,,
3,0,14,7.8542,S,1,,,,,,
3,0,22,7.8958,S,0,,,,,,
3,0,22,9,S,0,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,,7.55,S,0,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,32.5,9.5,C,0,,,,,,
3,1,38,7.2292,S,1,,,,,,
3,0,51,7.75,S,0,,,,,,
3,0,18,6.4958,S,0,,,,,,
3,0,21,6.4958,S,0,,,,,,
3,1,47,7,S,1,,,,,,
3,0,,8.7125,S,0,,,,,,
3,0,,7.55,S,0,,,,,,
3,0,,8.05,S,0,,,,,,
3,0,28.5,16.1,S,0,,,,,,
3,0,21,7.25,S,0,,,,,,
3,0,27,8.6625,S,0,,,,,,
3,0,,7.25,S,0,,,,,,
3,0,36,9.5,C,0,,,,,,
3,0,27,14.4542,C,0,,,,,,
3,1,15,14.4542,C,1,,,,,,
3,0,45.5,7.225,C,0,,,,,,
3,0,,7.225,C,0,,,,,,
3,0,,14.4583,C,0,,,,,,
3,0,14.5,14.4542,C,1,,,,,,
3,0,,14.4542,C,1,,,,,,
3,0,26.5,7.225,C,0,,,,,,
3,0,27,7.225,S,0,,,,,,
3,0,29,7.875,C,0,,,,,,
